ojibwe_word,english_translation,word_class,source,license,orthography,notes,audio_url
zhaangaso-giizhik,nine days,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
zhaangaso-giizis,nine months,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
zhaangasogon,nine days,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
zhaangasogonagad,be nine days,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt zhayaangasogonagak,
zhaangasogonagixi,"be the ninth day of the month, be nine days old",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt zhayaangasogonagizid,
zhaangasoninj,nine inches zhaangasosagoons nm nine thousand,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
zhaangasozid,nine feet zhaangasoobii'igan na nine (card),pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhaangasoobi i'iganag,
zhaangasooshkin,nine bags zhaangaswaabik,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,n nine dollars zhaangaswaak nm nine hundred,
zhaangaswewaan,"nine sets, nine pairs zhaangaswi nm nine",pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
zhaangweshi,mink,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhaangweshiwag; dim zhaangweshiins,
zhaangweshiwayaian,mink hide,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhaangweshiwayaanag; dim zhaangweshiwayaanens zhaashaabw= < zhaabw=,
zhaashaaginizide,be barefoot,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhaashaagin izide; pn zhayaashaaginizided zhaashaagw= < zhaagw=,
zhaashaagwam,chew s.o.,via,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhaashaagwamaa; prt zhayaashaagwamaad,
zhaashaagwamikiwe,chew gum,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhaashaagwamikiwe; pn zhayaashaagwamikiwed,
zhaashaagwandan,chew s.t.,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhaashaagwandaan; prt zhayaashaagwandang,
zhaashaagwanjige,chew things,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhaashaagwanjige; pn zhayaashaagwanjiged,
zhaashaawanibiisens,purple martin,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhaashaawanibiisensag zhaashiing= < zhiing=,
zhaawan,south,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
zhaawani-noodin,south wind,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
zhaawanong,"in the south, to the south zhaawaabookaadeg bipakoombens ni pickle",pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhaawaabookaadegin bipakoombensan,
zhebaa,this morning (just past),pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
zhede,pelican,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhedeg; dim zhedens,
zhegon,stick s.o. in a tight place,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhegonaa; pn zhayegonaad,
zhegonan,stick s.t. in a tight place,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhegonaan; prt zhayegonang,
zhegoshim,put s.o. in a tight place,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhegoshimaa; prt zhayegoshimaad,
zhegoshin,lie in a tight place,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhegoshin; prt zhayegoshing zhegosidoon vtiZ put s.t. in a tight place; hg inzhegosidoon; prt zhayegosidood,
zhegosin,lie in a tight place,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt zhayegosing,
zhegoode,crawl in a tight place,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhegoode; prt zhayegoodeg zhezhaangaswi nm nine each,
zhigagowe,vomit,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhigagowe; prt zhegagowed zhigajibii* vta be tired of waiting for s.o.; hg inzhigajibii'aa; prt zhegajibii'aad zhigajibii'o vai be tired of waiting; hg inzhigajibii'; pn zhegajibii'od zhigajibiitoon vti2 be tired of waiting for s.t.; Isg inzhigajibiitoon; pn zhegajibiitood,
zhigajii,"be tired, be impatient",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhigajii; prt zhegajiid,
zhigaag,skunk,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhigaagwag; dim zhigaagoons,
zhigaagawanzh,onion,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhigaagawanzhiig; loc zhigaagawanzhiing; dim zhigaagawanzhiins,
zhigidan,urinate on s.t.,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhigidaan; prt zhegidang,
zhigingwaam,wet the bed,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhigingwaam; pn zhegingwaang,
zhiginidizo,urinate on oneself,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhiginidiz; prt zheginidizod zhigizh /zhigiN-/ vta urinate on s.o.; hg inzhiginaa; prt zheginaad,
zhigwa,"now, at this time",pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"also azhigwa, zhigo",
zhigwameg,dogfish,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhigwamegwag; dim zhigwamegoons,
zhigwaajiganaak,tool for extracting marrow from bones,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhigwaajiganaakoon,
zhigwaajige,extract marrow from bones,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhigwaajige; pn zhegwaajiged,
zhigweyaabam,aim at s.o.,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhigweyaabamaa; prt zhegweyaabamaad,
zhigweyaabandan,aim at s.t.,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhigweyaabandaan; prt zhegweyaabandang zhigweyaabi—zhiibiigishkaa 126,
zhigweyaabi,aim sights,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhigweyaab; prt zhegweyaabid,
zhimaagan,"spear, lance",ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhimaaganan; loc zhimaaganing; dim zhimaagaans,
zhimaaganish,"soldier, jack (card)",na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,p/ zhimaaganishag; dim zhimaaganishens,
zhimaaganishii-aakoziiwigamig,veteran's hospital,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhimaaganishii-aakoziiwigamigoon; loc zhimaaganishii-aakoziiwigamigong; dim zhimaaganishii-aakoziiwigamigoons,
zhimaaganishii-ogimaa,military officer,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"pi zhimaaganishii-ogimaag zhimaaganishiiwigamig in veteran's home; pi zhimaaganishiiwigamigoon; loc zhimaaganishiiwigamigong zhinawa'oojigan ni small round bell, sleigh bell, dance bell; pi zhinawa'oojiganan; loc zhinawa'oojiganing; dim zhinawa'oojigaans",
zhingaden,spread s.o. out,via,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhingadenaa; prt zhengadenaad,
zhingadenan,spread s.t. out,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhingadenaan; prt zhengadenang,
zhingadeshim,lay s.o. spread out,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhingadeshimaa; prt zhengadeshimaad,
zhingadeshin,lie spread out,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhingadeshin; prt zhengadeshing zhingadesidoon vti2 lay s.t. spread out; Isg inzhingadesidoon; prt zhengadesidood zhingadesin mi lie spread out; prt zhengadesing,
zhingibis,grebe locally called hell diver,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"boil, carbuncle;/)/zhingibisag; dim zhingibisens zhingishin vai\ie down; Isginzhingishin;prt zhengishing",
zhingob,balsam fir,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhingobiig; he zhingobiing; dim zhingobiins,
zhingobaaboo,beer,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,loc zhingobaaboong,
zhingobaandag,fir bough,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhingobaandagoog; loc zhingobaandagong; dim zhingobaandagoons,
zhingos,weasel,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhingosag; dim zhingosens,
zhingosiwayaan,weasel skin,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhingosiwayaanag; loc zhingosiwayaaning; dim zhingosiwayaanens,
zhingwaak,white pine,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhingwaakwag; loc zhingwaakong; dim zhingwaakoons,
zhingwaakwaandag,pine bough,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhingwaakwaandagoog; loc zhingwaakwaandagong; dim zhingwaakwaandagoons,
zhinoodaagan,net cord,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhinoodaaganan; dim zhinoodaagaans,
zhishigagowe,keep vomiting,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhishigagowe; pn zheshigagowed zhishigobidoon vti2 crush s.t. with hands; Isg inzhishigobidoon; pn zheshigobidood zhishigobizh /zhishigobiN-/ vta crush s.o. with hands; 7s^inzhishigobinaa;pr; zheshigobinaad,
zhishigoshkan,crush s.t. by foot or body,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhishigoshkaan; prt zheshigoshkang,
zhishigoshkaw,crush s.o. by foot or body,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhishigoshkawaa; prt zheshigoshkawaad,
zhishigwam,"gnaw s.o., chew s.o. to bits",vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhishigwamaa; prt zheshigwamaad,
zhishigwandan,"gnaw s.t., chew s.t. to bits",vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhishigwandaan; pn zheshigwandang zhishwajayi'ii pc alongside it,
zhishwajigamig,alongside the house,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
zhishwajikana,alongside the road zhizhoobii' /zhizhoobii'w-/ vta paint s.o.,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhizhoobii'waa; prt zhezhoobii'waad zhizhoobii'amaw vta paint (s.t.) for s.o.; Isg inzhizhoobii'amawaa; pn zhezhoobii'amawaad zhizhoobii'an vti paint s.t.; Isg inzhizhoobii'aan; prt zhezhoobii'ang zhizhoobii'igan ni paint; pi zhizhoobii'iganan; he zhizhoobii'iganing zhizhoobii'iganaatig ni paint brush; pi zhizhoobii'iganaatigoon; loc zhizhoobii'iganaatigong; dim zhizhoobii'iganaatigoons zhizhoobii'ige vai paint things; Isg inzhizhoobii'ige; prt zhezhoobii'iged zhizhoobii'igewinini na painter; pi zhizhoobii'igewininiwag zhizhoo' /zhizhoo'w-/ vta spread s.o. using something; Isg inzhizhoo'waa; prt zhezhoo'waad zhizhoo'an vti spread s.t. using something; Isg inzhizhoo'aan; prt zhezhoo'ang zhizhoo'ige vai spread things using something; Isg inzhizhoo'ige; prt zhezhoo'iged,
zhiibawaaseyaa,be transparent,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn zhaabawaaseyaag; aug zhiibawaaseyaamagad; prt aug zhaabawaaseyaamagak,
zhiibawaasezi,be transparent,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhiibawaasez; pn zhaabawaasezid zhiibaakwa' /zhiibaakwa'w-/ vta stretch s.o. on a hide stretcher; Isg inzhiibaakwa'waa; pn zhaabaakwa'waad zhiibaakwa'ataan ni flat hide stretcher (especially for muskrats); pi zhiibaakwa'ataanan; loc zhiibaakwa'ataaning; dim zhiibaakwa'ataanens,
zhiibaangwashi,take a quick nap,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhiibaangwash; pn zhaabaangwashid,
zhiibaayaabanjigan,"telescope, binoculars",ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhiibaayaabanjiganan; loc zhiibaayaabanjiganing; dim zhiibaayaabanjigaans,
zhiibaayaakizo,get x-rayed,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhiibaayaakiz; prt zhaabaayaakizod,
zhiibii,stretch one's body,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhiibii;^>rr zhaabiid zhiibiiga' /zhiibiiga'w-/ vta stretch s.o. using something (as something sheet-like); Isg inzhiibiiga'waa; pn zhaabiiga'waad zhiibiiga'an vti stretch s.t. using something (as something sheet-like); Isg inzhiibiiga'aan; prt zhaabiiga'ang zhiibiigibidoon vti2 stretch s.t. by pulling (as something sheet-like); Isg inzhiibiigibidoon; pn zhaabiigibidood zhiibiigibizh /zhiibiigibiN-/ vta stretch s.o. by pulling (as something sheet-like); Isg inzhiibiigibinaa; prt zhaabiigibinaad,
zhiibiigishkaa,stretch (as something sheet-like),vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt zhaabiigishkaag; aug 127 zhiigaa—zhoominens zhiibiigishkaamagad: prt aug zhaabiigishkaamagak,
zhiigaa,"widow, widower",na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhiigaag,
zhiigaawi,"be a widow, be a widower",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhiigaaw; prr zhaagaawid,
zhiigon,empty s.o.,via,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhiigonaa; prt zhaagonaad,
zhiigonan,empty s.t.,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhiigonaan; prt zhaagonang,
zhiigonigaade,be emptied,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt zhaagonigaadeg; aug zhiigonigaademagad; prt aug zhaagonigaademagak,
zhiigonigaazo,be emptied,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt zhaagonigaazod,
zhiigonige,empty things,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhiigonige; pn zhaagoniged,
zhiigoshkigani-adaawewigamig,secondhand clothing store,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhiigoshkiganiadaawewigamigoon; loc zhiigoshkiganiadaawewigamigong,
zhiigozhigan,carcass,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhiigozhiganan; loc zhiigozhiganing; dim zhiigozhigaans,
zhiigoojiinan,deflate s.t.,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhiigoojiinaan; pn zhaagoojiinang,
zhiigwanaabik,grindstone,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhiigwanaabikoog; loc zhiigwanaabikong; dim zhiigwanaabikoons,
zhiingendan,"dislike s.t., disapprove of s.t., hate s.t.",vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhiingendaan; pn zhaangendang,
zhiingendaagozi,"be disliked, be disapproved of, be hated",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhiingendaagoz; pn zhaangendaagozid,
zhiingendaagwad,"be disliked, be disapproved of, be hated",vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt zhaangendaagwak,
zhiingenim,"dislike s.o., disapprove of s.o., hate s.o.",vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhiingenimaa; pn zhaangenimaad,
zhiingenindiwag,"they dislike each other, they disapprove of each other, they hate each other",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Ipl inzhiingenindimin; prt zhaangeninindijig zhiishiib= < zhiib=,
zhiishiib,duck,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhiishiibag; dim zhiishiibens,
zhiishiibanwii-baashkizigan,shotgun,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhiishiibanwii-baashkiziganan; loc zhiishiibanwii-baashkiziganing; dim zhiishiibanwii-baashkizigaans,
zhiishiibikojigan,duck decoy,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhiishiibikojigan; loc zhiishiibikojiganing; dim zhiishiibikojigaans zhiishiig= < zhig=,
zhiishiigi,urinate,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhiishiig; prt zhaashiigid,
zhiishiigwan,rattle,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhiishiigwanag; he zhiishiigwaning; dim zhiishiigwaans,
zhiishiigwaans,sugar cone,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhiishiigwaansag; loc zhiishiigwaansing,
zhiishiigwe,rattlesnake,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhiishiigweg; dim zhiishiigwens,
zhiiwan,be sour,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn zhaawang,
zhiiwaaboo,vinegar,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,he zhiiwaaboong,
zhiiwaabookaade,be pickled,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn zhaawaabookaadeg; aug zhiiwaabookaademagad; pn aug zhaawaabookaademagak,
zhiiwaagamide,thicken into syrup,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn zhaawaagamideg; aug zhiiwaagamidemagad; prt aug zhaawaagamidemagak,
zhiiwaagamin,be sour (as a liquid),vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt zhaawaagamig,
zhiiwaagamizigan,syrup,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,loc zhiiwaagamiziganing,
zhiiwaagamiziganike,make syrup,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhiiwaagamiziganike; pn zhaawaagamiziganiked,
zhiiwaagamizige,make syrup,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhiiwaagamizige; prt zhaawaagamiziged,
zhiiwibag,rhubarb,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhiiwibagoon; loc zhiiwibagong; dim zhiiwibagoons,
zhiiwi-bipakoombens,pickle,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhiiwibipakoombensan,
zhiiwisijigan,sourdough,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhiiwisijiganag; he zhiiwisijiganing,
zhiiwitaagan,salt,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,loc zhiiwitaaganing zhiiwitaagana* /zhiiwitaagana'w-/ vta salt s.o.; hg inzhiiwitaagana'waa; prt zhaawitaagana'waad zhiiwitaagana'an vti salt s.t.; hg inzhiiwitaagana'aan; prt zhaawitaagana'ang zhiiwitaagana'ige vai salt things; hg inzhiiwitaagana'ige; prt zhaawitaagana'iged zhiiwitaaganaagamin /zhiiwitaaganaagami-/ vii be salty (as a liquid); pn zhaawitaaganaagamig,
zhiiwitaaganipogozi,taste salty,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn zhaawitaaganipogozid,
zhiiwitaaganipogwad,taste salty,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt zhaawitaaganipogwak,
zhiiwitaagani-gookoosh,salt pork,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
zhiiwizi,be sour,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"pn zhaawizid zhoobi' vta attract s.o., please s.o.; hg inzhoobi'aa; pn zhwaabi'aad",
zhoobizi,be tempted,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhoobiz; prt zhwaabizid,
zhoominaaboo,wine,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,loc zhoominaaboong; oho zhawiminaaboo,
zhoominens,raisin,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhoominensan zhiishiigwan (rattle) zhoomiingweni—zisiboozh 128,
zhoomiingweni,smile,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzhoomiingwen; prt zhwaamiingwenid,
zhoomiingwetaw,smile at s.o.,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhoomiingwetawaa; prt zhwaamiingwetawaad,
zhooniyaa,money,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,loc zhooniyaang; dim zhooniyaans,
zhooniyaake,"make money, earn money",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhooniyaake; prt zhwaaniyaaked,
zhooniyaa-mashkimod,"purse, handbag",ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhooniyaa-mashkimodan; loc zhooniyaamashkimodaang; dim zhooniyaamashkimodens; also zhooniyaamashkimodens,
zhooniyaans,"coin, dime",na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhooniyaansag; loc zhooniyaansing,
zhooniyaawaabik,coin,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhooniyaawaabikoog; loc zhooniyaawaabikong; dim zhooniyaawaabikoons,
zhooniyaawaabik,silver,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhooniyaawaabikoon; dim zhooniyaawaabikoons,
zhooniyaawigamig,bank,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhooniyaawigamigoon; loc zhooniyaawigamigong,
zhooshkodaabaan,toboggan,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhooshkodaabaanag; loc zhooshkodaabaaning; dim zhooshkodaanaanens zhooshkodaabaan (toboggan),
zhooshkon,slide s.o. with hand,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhooshkonaa; prt zhwaashkonaad,
zhooshkonan,slide s.t. with hand,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhooshkonaan; prt zhwaashkonang,
zhooshkonige,"slide things, play checkers",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhooshkonige; pn zhwaashkoniged,
zhooshkoshimaan,ski,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhooshkoshimaanag; also zhooshkoshimeaagim,
zhooshkozi,"be smooth, be slick",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt zhwaashkozid,
zhooshkwabi,slide over sitting,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhooshkwab; prt zhwaashkwabid zhooshkwadamon /zhooshkwadamo-/ DM be slippery (as a road or trail); prt zhwaashkwadamog,
zhooshkwajiwe,go sliding,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"Isg inzhooshkwajiwe; pn zhwaashkwajiwed zhooshkwaa mi be smooth, be slick; pn zhwaashkwaag; aug zhooshkwaamagad; prt aug zhwaashkwaamagak",
zhooshkwaabikad,"be smooth (as something mineral), be rustless",vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn zhwaashkwaabikak,
zhooshkwaabikizi,"be smooth (as something mineral), be rustless",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"prt zhwaashkwaabikizid zhooshkwaada'aagan ni skate; pi zhooshkwaada'aaganan; loc zhooshkwaada'aaganing; dim zhooshkwaada'aagaans zhooshkwaada'e vai skate; Isg inzhooshkwaada'e; pn zhwaashkwaada'ed zhooshkwaada'ewigamig ni arena, rink; pi zhooshkwaada'ewigamigoon; loc zhooshkwaada'ewigamigong; dim zhooshkwaada'ewigamigoons",
zhooshkwaagim,ski,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zhooshkwaagimag; loc zhooshkwaagiming; dim zhooshkwaagimens,
zhooshkwaagime,ski,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzhooshkwaagime; pn zhwaashkwaagimed,
zhooshkwaakozi,be smooth (as something stick- or wood-like),vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn zhwaashkwaakozid,
zhooshkwaakwad,be smooth (as something stick- or wood-like),vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt zhwaashkwaakwak,
zhooshkwegad,be smooth (as something sheetlike),vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"prt zhwaashkwegak zhooshkwega' /zhooshkwega*w-/ vta iron s.o. (e.g., pants); Isg inzhooshkwega'waa; pn zhwaashkwega'waad zhooshkwega'an vti iron s.t.; Isg inzhooshkwega'aan; prt zhwaashkwega'ang zhooshkwega'igan ni clothes iron; pi zhooshkwega'iganan; loc zhooshkwega'iganing; dim zhooshkwega'igaans zhooshkwega'ige vai iron clothes; Isg inzhooshkwega'ige; pn zhwaashkwega'iged",
zhooshkwegizi,be smooth (as something sheet-like),vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn zhwaashkwegizid,
ziko,spit,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzik; pn. zekod,
zikowin,"saliva, spit",ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
zikwaadan,spit on s.t.,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzikwaadaan; pn zekwaadang,
zikwaajige,spit on things,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inzikwaajige; pn zekwaajiged zikwaazh /zikwaaN-/ vta spit on s.o.; Isg inzikwaanaa; prt zekwaanaad zinigobidoon vti2 massage s.t. with something; Isg inzinigobidoon; pn zenigobidood zinigobizh /zinigobiN-/ vta massage s.o. with something; hg inzinigobinaa; pn zenigobinaad,
zinigon,rub s.o. with something,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg inzinigonaa; pn zenigonaad,
zinigonan,rub s.t. with something,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"hg inzinigonaan; pn zenigonang zisiboodoon vti2 file s.t., grind s.t. down; hg inzisiboodoon; pn zesiboodood",
zisiboojigan,"file, rasp",ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi zisiboojiganan; loc zisiboojiganing; dim zisiboojigaans,
zisiboojige,file things,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"hg inzisiboojige; prt zesiboojiged zisiboozh /zisibooN-/ vta file s.o., grind s.o. down; hg inzisiboonaa; prt zesiboonaad 129 ziibaaska'igan—zoogipon ziibaaska'igan ni jingle (on dress); pi ziibaaska'iganan; loc ziibaaska'iganing; dim ziibaaska*igaans ziibaaska'iganagooday ni jingle dress; pi ziibaaska'iganagoodayan ziibaaska'iganagooday (jingle dress)",
ziibaaskobijige,set a net under the ice,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg inziibaaskobijige; pn zaabaaskobijiged,
ziibi,river,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi ziibiwan; loc ziibiing; dim ziibiins,
